id,car_2010,truc_2010,car_2011,truc_2011,car_2012,truc_2012,car_2013,truc_2013,car_2014,truc_2014,car_2015,truc_2015,car_2016,truc_2016,car_2017,truc_2017,car_2018,truc_2018,car_2019,truc_2019,car_2020,truc_2020,car_2021,truc_2021,car_2022,truc_2022,car_2023,truc_2023,datum_exportu,ObjectId,GlobalID,traffic_volume,length_km,accident_count,accident_severity,accidents_per_km,severity_per_km,danger_index
45,9,7,9,7,10,6,10,6,10,6,10,6,9,7,9,7,9,7,9,7,9,5,9,5,9,5,9,8,"Wed, 26 Feb 2025 00:00:00 GMT",89,e92fa378-ccb9-46c3-814a-a864beab9716,17.0,0.5851437688025751,197.0,100.53675373134328,336.6693973399671,171.8154735494824,27689.84263488838
509,0,0,0,0,0,0,0,0,0,0,5,20,6,19,7,18,9,20,9,20,9,20,9,20,8,21,8,20,"Wed, 26 Feb 2025 00:00:00 GMT",360,4ef9ae5c-ad56-4cf9-9ff0-a99eb171f222,28.0,0.5916071044202323,131.0,166.76772388059703,221.430741823796,281.8893191690579,27582.125163312907
454,20,6,20,6,20,6,20,6,20,6,20,6,20,6,21,6,21,6,21,6,21,6,21,6,21,8,21,8,"Wed, 26 Feb 2025 00:00:00 GMT",305,44ff51f6-cd28-4a16-a889-b653d9cb7dfc,29.0,0.20028173063622323,104.0,58.30208955223881,519.2685307323304,291.1003882732288,27501.21759784873
443,23,11,23,11,23,11,23,11,23,11,23,11,23,11,26,14,26,14,28,11,28,11,28,11,28,11,29,10,"Wed, 26 Feb 2025 00:00:00 GMT",341,f9cefc8c-65e6-4c06-8ae4-455799f9f4f7,39.0,0.6463749374557417,200.0,251.47294776119404,309.41793750116483,389.0512041680341,27330.60794998483
491,12,8,13,9,11,11,11,10,11,11,11,11,11,11,11,11,13,9,13,9,13,9,13,9,13,9,14,12,"Wed, 26 Feb 2025 00:00:00 GMT",350,456b03b8-bfa3-4b93-84c6-a8758d71ef4e,26.0,0.8305716664748215,177.0,213.27804104477613,213.10623410889696,256.7846335885593,27058.44400300941
83,8,10,8,10,8,10,6,8,6,8,6,8,6,9,6,9,6,9,6,9,6,9,6,5,6,5,6,5,"Wed, 26 Feb 2025 00:00:00 GMT",279,32855280-65ac-44bc-ab80-b3ccd33ac3ca,11.0,1.2173084594300818,268.0,132.2207462686567,220.15783914413274,108.61729025571685,27052.874285359114
90,22,4,22,4,22,4,22,4,22,4,22,4,22,4,22,4,22,4,22,4,22,4,22,4,22,4,22,4,"Wed, 26 Feb 2025 00:00:00 GMT",269,3b22b77a-2e59-41b5-8cd0-744b5d382c48,26.0,0.35529417963500315,157.0,90.66753731343283,441.8873401227329,255.1900439421113,26890.41558926357
496,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,4,7,"Wed, 26 Feb 2025 00:00:00 GMT",353,243f1a8f-7295-4c5c-980a-9fa16ae6dad7,11.0,0.7470653914740194,92.0,79.35378731343285,123.14852360979631,106.22067120103304,26455.957957916075
486,14,10,14,10,14,10,14,10,14,10,14,10,14,10,14,10,14,10,14,12,14,12,14,12,14,12,17,15,"Wed, 26 Feb 2025 00:00:00 GMT",216,6067b776-41f6-4376-bd6e-a9d6457c3688,32.0,0.3559893143502812,132.0,109.31679104477612,370.79764666789004,307.07885500521564,26290.997860035586
458,8,9,8,9,8,9,8,9,8,9,8,9,9,9,9,8,9,8,9,8,9,8,9,8,9,8,9,8,"Wed, 26 Feb 2025 00:00:00 GMT",327,57d8c5ed-58c1-40f4-9831-cf8ee5395a6e,17.0,0.8067398420191906,99.0,130.02475746268658,122.71614074769472,161.17309532803955,25974.713187435867
345,22,7,22,7,22,7,22,7,22,7,22,7,22,7,22,7,20,7,20,7,20,7,20,7,20,7,20,7,"Wed, 26 Feb 2025 00:00:00 GMT",45,8dc2563e-b035-4608-8821-53deff4fbf89,27.0,0.23889154792497297,82.0,61.109514925373134,343.2519932674771,255.8044244602801,25956.816282118732
245,33,11,33,11,35,11,33,6,34,6,33,5,33,5,34,7,36,9,36,9,35,10,36,10,35,10,35,10,"Wed, 26 Feb 2025 00:00:00 GMT",197,69f7f7b7-0fdd-4190-a5a4-0c51b45d14ae,45.0,0.4081593965518632,193.0,173.9349813432836,472.8544819265879,426.14474348180875,25944.88544790312
427,10,9,10,9,10,9,10,9,10,9,9,9,9,9,9,12,8,10,8,10,8,10,9,10,10,10,11,10,"Wed, 26 Feb 2025 00:00:00 GMT",311,07cb2107-ca8d-4e6e-8ca7-04966001fb10,21.0,1.162306289975214,191.0,229.1074626865672,164.32845769429076,197.11453397662754,25716.181862573718
184,20,9,20,11,20,11,20,11,20,11,20,11,20,11,20,11,21,12,22,11,22,11,22,11,23,9,23,9,"Wed, 26 Feb 2025 00:00:00 GMT",527,e25df956-f0fc-4771-a076-370467f6353a,32.0,0.4016541699942993,119.0,119.65111940298506,296.2747778809043,297.89587247328535,25504.783602164844
236,4,7,4,7,4,7,3,7,3,7,3,7,3,7,3,7,3,7,3,7,3,7,3,7,3,7,3,7,"Wed, 26 Feb 2025 00:00:00 GMT",26,ca7775bf-f270-4ef6-9159-67c1ddd57356,10.0,0.883729406910852,127.0,81.91175373134328,143.70914785323126,92.68872699129983,25394.17177843831
310,10,5,10,5,11,5,10,5,10,5,6,6,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,"Wed, 26 Feb 2025 00:00:00 GMT",182,e12a363e-43c8-40fb-bf70-cbf4278dbf5e,10.0,0.6091232105402679,110.0,56.18227611940297,180.58743797077508,92.23466639790584,25269.771615864614
474,7,10,7,10,7,10,7,10,7,10,8,10,8,10,8,10,8,10,8,9,8,9,8,10,8,10,9,10,"Wed, 26 Feb 2025 00:00:00 GMT",335,215bfabc-acc4-45cc-94ef-47791d0607d3,19.0,0.6954789319876824,85.0,121.64085820895524,122.21793657655388,174.90229051411382,25220.22934594287
238,0,0,0,0,0,0,5,5,5,5,6,4,6,4,6,4,6,7,6,7,6,7,6,7,6,8,6,8,"Wed, 26 Feb 2025 00:00:00 GMT",24,8e6022b2-6eec-4d4e-bb12-52e61f2a3c53,14.0,0.4284201508791931,153.0,54.84347014925373,357.1260588140339,128.01328330776536,25051.523152204572
303,5,5,5,5,5,5,4,6,4,6,4,6,4,6,5,6,5,6,5,6,5,10,3,10,3,10,3,10,"Wed, 26 Feb 2025 00:00:00 GMT",165,be46bcbf-49a4-41ed-8664-d605fa1f417d,13.0,0.9198957994747183,201.0,109.3088619402985,218.50300883510462,118.82743893679738,25042.663632623262
453,4,10,4,10,4,10,4,10,4,10,4,10,4,10,4,10,4,10,4,10,4,10,4,10,4,10,4,10,"Wed, 26 Feb 2025 00:00:00 GMT",200,4a28bc59-5af2-4e9c-994c-a4d8563a5207,14.0,0.3903517542976189,118.0,48.97276119402986,302.29145559323484,125.45802767595909,24551.47312641078
64,11,8,11,8,10,7,10,6,10,6,10,6,11,7,11,7,11,7,11,7,11,7,11,7,11,7,10,10,"Wed, 26 Feb 2025 00:00:00 GMT",66,76a4b4c1-3a0e-4687-826a-78f0179eeb4d,20.0,0.6561455874554618,213.0,116.91757462686567,324.6230776709416,178.18846436241844,24409.37867978335
363,8,10,8,10,10,11,10,11,10,11,10,11,10,11,11,10,12,10,12,10,12,11,12,11,12,11,12,11,"Wed, 26 Feb 2025 00:00:00 GMT",11,b51be9d1-0866-4ea7-8bdc-cd3c15fb75a7,23.0,0.5459110068377521,105.0,109.7855223880597,192.3390418673251,201.105163685935,23955.350051927933
384,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,8,6,8,6,8,6,8,6,8,6,11,"Wed, 26 Feb 2025 00:00:00 GMT",247,f063c7a8-12c4-4ec2-b9f2-524dc33228e9,17.0,0.11929604349166814,23.0,17.71567164179104,192.79767649298748,148.50175348043572,23932.595242616557
335,3,7,3,7,4,7,4,7,4,7,4,7,4,7,4,7,4,7,4,7,4,7,4,7,4,7,4,7,"Wed, 26 Feb 2025 00:00:00 GMT",221,dbe43db9-3c01-4c08-9a94-b59cf4891f9b,11.0,0.8265052129622938,152.0,78.70597014925374,183.9068860258168,95.22743343282991,23717.916172560374
260,7,8,7,8,6,8,5,7,5,7,5,7,5,7,5,7,5,7,5,6,5,6,5,6,5,6,5,6,"Wed, 26 Feb 2025 00:00:00 GMT",55,47918690-004e-4140-82dc-7b4a0f5389b3,11.0,0.17607747453894027,37.0,16.664925373134327,210.13477218982544,94.64541342821686,23572.954776641804
172,13,7,14,9,14,9,14,9,15,8,15,8,15,8,15,8,16,11,16,11,15,11,15,11,16,10,18,15,"Wed, 26 Feb 2025 00:00:00 GMT",491,c82b75a6-a8aa-4dff-bd03-b9f9ec48f022,33.0,1.1438585979888272,210.0,323.7361940298507,183.58912576189877,283.0211659020225,23496.983470487547
306,23,6,24,6,23,6,22,5,22,5,22,5,24,5,24,5,24,5,24,5,23,6,23,6,24,6,24,6,"Wed, 26 Feb 2025 00:00:00 GMT",266,a247a965-7e79-4a30-977b-b62c92755447,30.0,0.8734656082784353,378.0,224.07779850746272,432.7588818809047,256.53877655138683,23428.19877181615
275,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,10,9,10,9,10,10,10,"Wed, 26 Feb 2025 00:00:00 GMT",574,a60dc1f4-7d5e-46c2-9d2a-7d263dca8fe9,20.0,1.2948682946068635,94.0,219.72173507462688,72.59425564091015,169.6865511262957,23244.733030999414
396,47,10,46,11,46,11,45,11,44,12,46,12,45,11,46,11,48,11,48,11,49,15,49,15,49,15,49,15,"Wed, 26 Feb 2025 00:00:00 GMT",291,9caf81f8-4d06-44a4-b7ed-a2b8a130c39e,64.0,0.35119364493792693,203.0,189.4547574626866,578.0286828250552,539.4595266556503,23093.301654779552
186,8,9,8,9,8,9,8,9,7,9,7,9,8,8,8,8,9,9,9,9,9,9,10,9,9,9,11,11,"Wed, 26 Feb 2025 00:00:00 GMT",212,14dfd498-8ed1-4601-a5a8-62c0732ba36a,22.0,0.49160040890314094,75.0,91.00335820895523,152.56293249905963,185.1165226082744,23053.116140507398
5,17,6,17,6,16,5,17,5,17,5,16,5,16,5,17,6,17,6,17,6,16,5,16,5,16,5,17,4,"Wed, 26 Feb 2025 00:00:00 GMT",150,3cc85474-16cc-4f74-96eb-eb9f0d2dd26b,21.0,0.2929138353182667,134.0,51.70261194029851,457.4724162633075,176.51133441382456,23028.223667817947
505,20,11,20,11,20,11,21,11,21,11,23,11,23,11,23,11,23,11,23,11,22,11,22,11,22,14,22,14,"Wed, 26 Feb 2025 00:00:00 GMT",366,e3651061-9d8e-48c1-a1e8-03f111a010a4,36.0,0.4393611433683721,139.0,132.7224253731343,316.3684410832359,302.08048066247926,22989.38208999081
185,6,7,6,7,6,7,6,7,6,7,6,7,7,8,7,8,7,8,8,6,8,6,8,6,8,6,9,12,"Wed, 26 Feb 2025 00:00:00 GMT",518,e489ef5f-3c55-4faf-9353-9a2d2da18be5,21.0,0.8405088109869703,116.0,147.30298507462686,138.01164066773626,175.25454004658897,22864.258323103582
360,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,"Wed, 26 Feb 2025 00:00:00 GMT",191,8b13260f-de2c-4aac-b9d0-495b9a17e8b8,20.0,0.1859766356870591,20.0,31.001119402985076,107.54039036201185,166.69362411281773,22834.743029153113
51,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,5,5,5,5,5,5,8,"Wed, 26 Feb 2025 00:00:00 GMT",114,40bedac6-da00-4f9d-be04-86bdcd1ef6a0,13.0,1.1393177751713524,162.0,123.25861940298508,142.19035595721778,108.18633930682516,22800.071508287703
537,7,14,7,18,7,18,7,18,7,18,7,18,7,18,7,18,7,18,7,18,7,18,7,18,7,18,8,17,"Wed, 26 Feb 2025 00:00:00 GMT",384,8eae365b-ebab-4ef0-b1be-b71f42f044cd,25.0,0.4304608405257639,101.0,88.97313432835823,234.632260339033,206.69274868228814,22651.260129565824
118,44,8,44,8,47,9,48,9,46,8,46,8,46,9,45,12,45,12,46,11,44,11,43,11,46,10,46,10,"Wed, 26 Feb 2025 00:00:00 GMT",476,18233682-0e5a-45b4-a3ca-86054f692a0d,56.0,0.4187832051653322,247.0,193.07914179104475,589.8039772213082,461.0479584892109,22556.16235270112
492,19,14,20,14,20,14,20,18,20,22,20,23,20,23,21,23,22,20,22,20,22,20,22,20,22,20,23,20,"Wed, 26 Feb 2025 00:00:00 GMT",358,113d20c0-484c-49a5-a1ff-ad0a2a886bf8,43.0,0.7557888979260958,198.0,267.39253731343285,261.9779154514139,353.7926239022098,22541.740930373355
548,50,13,50,12,50,12,52,11,52,11,54,11,55,11,57,12,58,12,58,12,56,12,57,11,61,10,62,10,"Wed, 26 Feb 2025 00:00:00 GMT",453,31b67557-cb5d-42ab-a3fa-ad2401ddc8e8,72.0,0.47634656028350075,207.0,281.1063432835821,434.5575622017772,590.1298901293205,22455.475271283125
452,20,6,20,6,21,6,20,6,20,6,20,6,20,6,21,7,21,7,21,7,21,7,21,7,21,7,21,7,"Wed, 26 Feb 2025 00:00:00 GMT",309,f46a795a-7d20-4884-85c6-ea8918f5cc23,28.0,0.3319277273551419,110.0,75.75839552238807,331.3974426797641,228.23762306946813,22332.448441239543
442,19,12,19,12,19,12,19,12,19,12,20,12,20,12,22,13,21,13,22,12,22,12,22,12,22,12,21,12,"Wed, 26 Feb 2025 00:00:00 GMT",336,4bcd839b-c9ec-4754-9ad2-041c9f156766,33.0,1.4164663528121748,278.0,378.7121268656716,196.26304532266087,267.3640119398511,22197.095221241267
101,26,10,27,11,26,11,25,11,26,11,27,11,26,11,25,13,25,13,25,13,24,13,23,13,23,13,23,13,"Wed, 26 Feb 2025 00:00:00 GMT",58,3db060da-a7b5-4700-a944-9fdc0b7f47c5,36.0,0.92144964064029,279.0,267.3098880597015,302.7837742778114,290.09712117740395,22077.406482298626
264,9,8,10,10,10,10,8,8,9,8,9,8,9,8,9,10,9,10,9,10,9,10,9,10,9,10,9,10,"Wed, 26 Feb 2025 00:00:00 GMT",586,65d593fa-516f-4836-a88b-d2a7783f85d5,19.0,0.6474710636289422,107.0,99.03097014925372,165.25835054355477,152.95041850087551,22054.854866744845
489,13,8,14,10,13,10,13,10,13,11,13,11,13,11,13,11,15,9,15,9,15,9,15,9,15,9,16,11,"Wed, 26 Feb 2025 00:00:00 GMT",349,fb3feb89-27bb-4bb3-ab29-d849b09b6897,27.0,0.5187997824806981,127.0,111.5881156716418,244.79578498035514,215.0889792938443,21825.365732505765
145,12,5,13,6,12,6,11,5,11,5,11,5,13,5,13,5,12,5,12,5,12,5,12,5,12,5,12,5,"Wed, 26 Feb 2025 00:00:00 GMT",44,882dec8f-5ea7-4470-8b73-95428ce4e23a,17.0,0.9060183261836687,185.0,121.37723880597017,204.19013021431607,133.96775241537938,21590.290477901595
332,9,10,9,10,10,10,8,8,8,8,8,8,8,10,8,12,8,12,8,12,8,12,8,12,9,15,9,15,"Wed, 26 Feb 2025 00:00:00 GMT",250,a51d7410-04a1-43c9-854d-51f58ca7b90a,24.0,0.3954827997688821,72.0,74.77313432835821,182.0559580393291,189.06798063545418,21583.102812266457
320,22,6,22,5,22,5,23,5,23,5,23,4,25,5,26,6,26,8,26,8,24,7,24,7,26,7,26,7,"Wed, 26 Feb 2025 00:00:00 GMT",264,3394b02f-235a-4b98-b1a4-a5f502d67caf,33.0,0.517342500575417,183.0,134.25671641791044,353.7308452262423,259.51225014102397,21545.226246660353
368,3,15,3,15,3,15,3,15,3,15,3,15,3,15,3,15,3,15,2,10,2,10,2,10,2,10,2,10,"Wed, 26 Feb 2025 00:00:00 GMT",27,6d6fd666-4412-4ffc-b9d4-75f6b09dbf9a,12.0,0.11195601443636913,22.0,10.546268656716418,196.50574478518823,94.20010804967028,21506.873983942984
59,20,2,20,2,17,2,16,5,16,5,16,6,16,6,16,5,16,5,17,5,16,6,18,10,18,10,18,8,"Wed, 26 Feb 2025 00:00:00 GMT",208,2e41b7c5-2fe0-45a8-b78d-bc9931bc9156,26.0,0.11501292570005785,77.0,23.415485074626865,669.4899684650077,203.5900307039584,21453.111770701624
233,23,7,22,7,22,7,21,7,27,6,29,7,30,7,30,7,31,7,31,7,31,7,31,7,31,7,31,7,"Wed, 26 Feb 2025 00:00:00 GMT",8,3f48e0f2-9237-4478-8a5e-100e586a1501,38.0,0.7349857325922453,209.0,218.2179104477612,284.35926131908855,296.90087952880566,21405.975452689665
202,3,9,3,9,3,9,3,9,3,9,3,9,3,9,3,9,3,9,3,9,4,10,4,10,4,10,4,10,"Wed, 26 Feb 2025 00:00:00 GMT",204,01511460-aadc-47d0-8d24-58d26e76ec4d,14.0,0.4179407292949875,25.0,45.42742537313433,59.81709426159973,108.69346342426252,21270.736482243155
471,7,11,7,11,7,11,7,11,7,11,8,10,8,10,8,10,8,10,9,12,9,12,8,11,8,11,10,12,"Wed, 26 Feb 2025 00:00:00 GMT",334,34fe81b1-510c-43e4-b27f-9d0f15ad670a,22.0,0.2276979428830913,47.0,38.770708955223874,206.41381035283032,170.2725482027311,21204.551457376223
170,8,9,9,9,9,9,9,9,8,12,9,10,9,10,9,10,11,12,11,12,10,12,11,11,11,11,13,10,"Wed, 26 Feb 2025 00:00:00 GMT",499,5741c667-620a-401c-b11b-172387998805,23.0,0.38540485627595944,53.0,68.05317164179104,137.51772749342496,176.5758021301716,21033.44873498173
188,3,9,3,9,3,9,3,9,3,9,3,9,4,9,4,9,4,9,5,9,5,9,5,9,5,9,5,11,"Wed, 26 Feb 2025 00:00:00 GMT",517,847e74c7-25bd-4bfb-aa5f-0e8ea253a9fe,16.0,0.5770963596926831,73.0,70.61007462686567,126.4953395978345,122.35404615005218,20951.03529966647
223,8,4,7,4,7,4,7,4,7,4,6,4,6,4,7,6,7,6,7,6,7,6,7,6,7,6,7,6,"Wed, 26 Feb 2025 00:00:00 GMT",116,be764953-2396-4c47-be4f-f612f0a5ece2,13.0,0.484603538202478,101.0,48.15130597014926,208.4177931812788,99.36226662470341,20940.414462529698
241,9,5,9,5,9,5,7,8,7,8,7,8,7,8,8,5,8,5,8,5,8,5,8,5,8,7,8,7,"Wed, 26 Feb 2025 00:00:00 GMT",28,47b2f9be-f94e-4ec9-b023-05ab9ecae4eb,15.0,0.47992678700954366,150.0,54.91287313432836,312.54767197859525,114.4192710652685,20898.49699822256
483,18,11,18,11,18,11,17,14,17,14,17,14,18,13,19,13,20,17,20,17,19,17,19,17,19,17,19,17,"Wed, 26 Feb 2025 00:00:00 GMT",347,bb6a1f83-2e77-46d4-af3e-4ccd1ed82958,36.0,0.654480536002677,222.0,179.13712686567163,339.20030892880817,273.70886834889603,20830.203070692238
165,6,7,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,12,8,12,8,12,8,12,8,12,8,14,"Wed, 26 Feb 2025 00:00:00 GMT",490,561e783c-3d2c-4780-a283-a7c32e1b51d3,22.0,0.7445000172941957,97.0,123.75522388059701,130.2887813925592,166.2259516532611,20700.616644241727
390,41,9,40,10,40,10,43,10,43,10,44,11,44,11,45,12,47,11,47,11,48,13,48,13,48,13,48,13,"Wed, 26 Feb 2025 00:00:00 GMT",293,974d95d8-20b3-48b5-9c96-be8ca3903f61,61.0,0.552149896033272,287.0,254.4668843283582,519.7863878302816,460.8655840678167,20699.105504954714
262,10,7,10,9,10,9,8,8,9,8,10,9,10,9,10,9,12,8,12,8,12,8,12,8,12,8,12,8,"Wed, 26 Feb 2025 00:00:00 GMT",588,7eba66a6-4c76-4418-958c-51e7135fff75,20.0,0.4330303705329294,63.0,65.34869402985075,145.4863314147367,150.9101866213824,20672.628304298956
514,42,12,42,12,48,11,48,11,48,11,48,11,48,11,48,11,48,11,48,11,47,18,47,18,47,18,52,18,"Wed, 26 Feb 2025 00:00:00 GMT",427,0e60bd32-a39a-42f7-9c02-732b38210ea1,70.0,0.1329772562765325,74.0,69.55429104477614,556.4861396005456,523.0540394075713,20471.782364288505
167,10,10,10,10,10,10,11,10,12,10,12,10,12,10,12,10,12,10,12,10,12,10,12,10,12,10,12,10,"Wed, 26 Feb 2025 00:00:00 GMT",498,c0467f52-503d-4921-90ba-a0703f2f699a,22.0,0.9704782699342936,162.0,157.27733208955226,166.9280034585094,162.0616730554933,20182.02653244001
465,5,10,5,10,5,10,5,10,5,10,6,10,6,10,6,10,6,10,6,10,6,10,7,13,7,13,7,13,"Wed, 26 Feb 2025 00:00:00 GMT",320,3cf593ac-d474-403d-8787-304b10589855,20.0,0.7180160782467145,48.0,105.05485074626866,66.85087068970469,146.31267172010485,20042.831742480117
292,6,10,6,10,6,10,6,10,6,10,6,10,8,10,9,10,9,10,9,10,10,10,10,10,10,10,10,10,"Wed, 26 Feb 2025 00:00:00 GMT",562,d76792ba-40db-4fa2-be90-c6c24ee65339,20.0,0.630821878468259,45.0,91.41231343283582,71.33550933469131,144.90986529319528,19850.666478519903
134,41,10,41,10,41,10,41,10,42,9,42,9,42,9,43,10,43,10,43,10,40,10,36,12,33,13,32,13,"Wed, 26 Feb 2025 00:00:00 GMT",78,a486cf62-e78f-4c5e-a6e9-e777c6dce0a7,45.0,0.5554863495962261,259.0,180.84606343283582,466.2580821081613,325.5634698571618,19821.21582083177
106,6,5,6,5,6,5,6,7,6,7,6,7,6,7,6,7,5,7,5,7,5,7,5,7,4,12,4,12,"Wed, 26 Feb 2025 00:00:00 GMT",482,a9d1ce0a-7919-4700-b349-489ddf27160e,16.0,0.46770760741052464,98.0,54.02611940298508,209.53261919894686,115.5125949353317,19779.55392728283
364,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,14,9,14,9,14,9,14,9,14,9,14,"Wed, 26 Feb 2025 00:00:00 GMT",14,57934894-078e-4734-9b31-b9519ef88829,23.0,0.5971160596543251,91.0,99.11212686567164,152.39918359034016,165.98469470583052,19771.85166239792
166,7,7,7,8,6,8,6,8,6,8,6,8,6,8,6,8,6,9,6,9,6,9,6,9,6,9,6,13,"Wed, 26 Feb 2025 00:00:00 GMT",492,f221ff6a-31fc-47c3-aed8-fd1111fa372b,19.0,0.6604965565354872,144.0,90.49813432835822,218.01779066847135,137.0153007353278,19757.07292506529
377,13,11,11,11,10,10,10,10,11,10,11,10,11,10,10,10,9,10,9,10,9,10,8,13,8,13,8,13,"Wed, 26 Feb 2025 00:00:00 GMT",258,ff953704-7c49-4db0-9715-05d9d796a3e3,21.0,0.5498262974556839,112.0,83.2117537313433,203.7006969624388,151.34189491554864,19744.53945408332
181,6,7,6,7,6,7,6,7,6,7,6,7,7,8,7,8,7,8,6,9,6,9,6,9,6,9,6,9,"Wed, 26 Feb 2025 00:00:00 GMT",516,2cd3d872-554d-4f5e-aa00-ae35ed2f3675,15.0,0.8046271654030235,143.0,86.60300373134328,177.7220632718432,107.63122034037389,19658.67038180345
562,5,16,4,20,4,20,5,24,4,24,4,24,4,24,5,24,6,22,6,22,6,22,6,22,6,22,6,22,"Wed, 26 Feb 2025 00:00:00 GMT",408,1d3c78a2-3d6d-409f-9713-54535f06e8e8,28.0,2.7392740485952336,303.0,546.8655037313433,110.61324811783099,199.6388437337218,19534.13343774186
189,7,8,7,8,7,8,7,8,7,8,7,8,8,9,8,9,8,9,9,9,9,9,9,9,9,9,11,14,"Wed, 26 Feb 2025 00:00:00 GMT",540,43750bfe-10f4-415c-a285-99faba71c26a,25.0,0.8874911802058623,75.0,155.02108208955224,84.50788207563146,174.67337765947553,19142.28796268225
393,8,14,8,14,7,13,7,13,8,12,8,12,8,12,9,14,9,14,8,13,8,13,8,13,8,13,8,13,"Wed, 26 Feb 2025 00:00:00 GMT",296,eeeda4b6-a527-4def-bbf7-53e066d05560,21.0,0.42661793032075196,126.0,61.85615671641791,295.34623616327406,144.99192912475914,18916.102951697212
317,7,5,6,5,6,5,6,5,6,5,5,5,4,5,5,5,5,5,5,8,4,10,4,10,4,10,4,10,"Wed, 26 Feb 2025 00:00:00 GMT",178,0b00db3c-95d9-4957-a873-ae8ecf88b4a9,14.0,1.1588560132589516,313.0,111.51296641791046,270.0939516375092,96.22676600202651,18831.06966771556
394,47,10,46,11,46,11,46,11,45,12,48,11,47,11,49,12,51,11,51,11,52,15,52,15,52,15,52,15,"Wed, 26 Feb 2025 00:00:00 GMT",292,96caf26d-7047-4245-8975-c08ba8cefaee,67.0,0.3283147481010648,222.0,150.83955223880596,676.1804070149841,459.4358100306026,18786.988756107243
54,14,8,14,8,15,8,12,7,12,7,12,7,12,7,14,12,14,12,14,12,14,12,14,12,15,10,15,10,"Wed, 26 Feb 2025 00:00:00 GMT",231,aa593f49-3698-41bf-8f78-05756e814a1f,25.0,0.14027434266560276,44.0,23.947388059701492,313.67104749077834,170.7182340307892,18708.847565017997
560,10,15,9,18,9,18,8,21,10,22,10,22,10,22,12,20,12,20,12,20,12,20,15,15,14,18,12,13,"Wed, 26 Feb 2025 00:00:00 GMT",404,a5c8f458-ee3e-4701-8f72-749bab2ed364,25.0,1.889177960955704,215.0,320.7541044776119,113.80611273446947,169.78501290336231,18606.576756532857
554,4,9,4,9,4,9,4,9,4,9,4,9,3,10,3,10,3,10,3,10,3,10,4,10,3,13,3,13,"Wed, 26 Feb 2025 00:00:00 GMT",402,0380f03e-6b89-4ace-aa48-e706f8d8b60c,16.0,0.2883291622753242,48.0,31.141604477611942,166.47639670303283,108.00712710383061,18494.37107942305
520,42,12,40,12,38,12,38,12,37,12,37,12,37,12,38,13,38,13,38,13,39,13,39,13,39,13,41,15,"Wed, 26 Feb 2025 00:00:00 GMT",394,e4b7ca9f-d604-405b-a565-2635a74b5cc3,56.0,0.47045271875595723,239.0,177.29119402985071,508.0212962356774,376.852310469522,18437.001490681116
194,8,9,9,9,9,9,8,9,7,11,8,9,9,9,9,9,11,12,11,12,10,12,11,11,11,11,12,10,"Wed, 26 Feb 2025 00:00:00 GMT",500,6609a9b2-5d1e-4e5a-9c08-9fe02b7c35e9,22.0,0.4445072172073841,51.0,65.70279850746269,114.7337951460213,147.81042008775563,18407.27522886122
371,6,8,5,8,5,8,4,9,4,9,4,10,4,10,5,7,5,7,6,9,5,9,5,7,5,7,5,10,"Wed, 26 Feb 2025 00:00:00 GMT",2,2f8df55a-3007-427f-965e-c19cb6120683,15.0,1.3253321848450472,85.0,132.87350746268658,64.13486443018651,100.25675749979742,18311.736529643364
395,13,10,12,10,13,10,13,10,15,10,15,10,15,10,16,10,17,10,16,11,16,11,16,10,16,12,16,12,"Wed, 26 Feb 2025 00:00:00 GMT",299,524ded4c-0838-413f-9df1-30762981ece0,28.0,0.5636327848976713,105.0,104.32425373134328,186.29150541529086,185.09259313274964,18110.821245865915
152,7,8,8,9,8,9,7,8,8,8,10,9,11,9,11,9,10,5,10,5,10,5,10,5,11,9,12,9,"Wed, 26 Feb 2025 00:00:00 GMT",5,eadc7c20-40aa-43fd-a97b-682aa07bd25c,21.0,1.0576995887640201,151.0,146.6061567164179,142.76265359661505,138.60850308898694,18083.301120546243
207,6,6,6,6,6,6,6,6,6,6,6,6,7,6,7,6,7,6,7,6,7,7,7,7,7,7,7,7,"Wed, 26 Feb 2025 00:00:00 GMT",544,00f9bfc4-9edf-43e7-9886-63e200dcad1a,14.0,0.9094948417727742,118.0,83.83582089552239,129.7423521061385,92.17844570961043,18038.834776831787
490,7,17,8,18,8,18,9,15,9,15,9,15,9,14,9,14,9,14,10,14,10,14,11,14,11,14,11,14,"Wed, 26 Feb 2025 00:00:00 GMT",345,2f56898f-aa8c-4db9-b14c-9dd786b0910a,25.0,1.3019561477102315,166.0,213.85445895522386,127.50045406056611,164.25626879317917,18000.686991033337
